path,label,split,hash,all_labels
"../foodsg-233\Miso ramen, with fishcake\YYJC7S4C93XJU9Y7R3PURKQO.jpg","Miso ramen, with fishcake",all,235299c0346918fd41675e2377ec8a2e,"['Miso ramen, with fishcake', 'vegetable soup']"
../foodsg-233\vegetable soup\W67BWX8RG6BHX2D3EMWZS0FF.jpg,vegetable soup,all,235299c0346918fd41675e2377ec8a2e,"['Miso ramen, with fishcake', 'vegetable soup']"
../foodsg-233\Mee soto\PJ898MOJIWH44UVD8XF1T5TF.jpg,Mee soto,all,2371ab543eb0d3ca9dbdf72da9035f5b,"['Mee soto', 'Bee hoon, soto']"
"../foodsg-233\Bee hoon, soto\62SIU91BN313NEVXS8KR4RA3.jpg","Bee hoon, soto",all,2371ab543eb0d3ca9dbdf72da9035f5b,"['Mee soto', 'Bee hoon, soto']"
../foodsg-233\Bibimbap\TV8ED1GIGDHD0CLK3BZ9T4VO.jpg,Bibimbap,all,24696cb7710008e618a7de38227b335d,"['Bibimbap', 'Rice, korean bulgogi beef']"
"../foodsg-233\Rice, korean bulgogi beef\FFPX4TQPC9N62YCCV4JD11VJ.jpg","Rice, korean bulgogi beef",all,24696cb7710008e618a7de38227b335d,"['Bibimbap', 'Rice, korean bulgogi beef']"
"../foodsg-233\Bee hoon, goreng\RCRJIHNJCUO7O9CDAIYABSED.jpg","Bee hoon, goreng",all,248d9a96ace08eeb537c26278558c2dd,"['Bee hoon, goreng', 'Mee siam, fried']"
"../foodsg-233\Mee siam, fried\P4Z8A20BULPKSXF3HC7KQXPP.jpg","Mee siam, fried",all,248d9a96ace08eeb537c26278558c2dd,"['Bee hoon, goreng', 'Mee siam, fried']"
../foodsg-233\Duck Rice\HAEH95T7TGT259K0GAH3DGU4.jpg,Duck Rice,all,2494efe355c71f46455179931d8db975,"['Duck Rice', 'char siew']"
../foodsg-233\char siew\YUOIDI1QCIKKHSEOG170D2GT.jpg,char siew,all,2494efe355c71f46455179931d8db975,"['Duck Rice', 'char siew']"
../foodsg-233\Chocolate\WKF04DZMV1SXG32AK11KZJLC.jpg,Chocolate,all,24d6fbafb4aede7d43f2b7b6cd669b30,"['Chocolate', 'Nuts']"
../foodsg-233\Nuts\3IDENI542J7SER9AQTFDZDM9.jpg,Nuts,all,24d6fbafb4aede7d43f2b7b6cd669b30,"['Chocolate', 'Nuts']"
../foodsg-233\Fish Ball Noodles\VEVG8HWLIN5TYVWA1R4FLEHH.jpg,Fish Ball Noodles,all,24dd032214591a1ea76b5b120ab173a8,"['Fish Ball Noodles', 'mee pok']"
../foodsg-233\mee pok\IR6K1W2HSL4OB2X5PR972JTN.jpg,mee pok,all,24dd032214591a1ea76b5b120ab173a8,"['Fish Ball Noodles', 'mee pok']"
../foodsg-233\Soto ayam\22JWUE1ROIGSLK9AZELKLX8C.jpg,Soto ayam,all,24ef24c965a6d382692c7510f024685c,"['Soto ayam', 'Bee hoon, soto', 'Mee soto']"
"../foodsg-233\Bee hoon, soto\KDRRNQ7Q86YQB7UR5PBP0MK7.jpg","Bee hoon, soto",all,24ef24c965a6d382692c7510f024685c,"['Soto ayam', 'Bee hoon, soto', 'Mee soto']"
../foodsg-233\Mee soto\GB18GQBT56HOB4L3XPI68OQL.jpg,Mee soto,all,24ef24c965a6d382692c7510f024685c,"['Soto ayam', 'Bee hoon, soto', 'Mee soto']"
../foodsg-233\Soto ayam\PFTNJ4ZW1ULZFUWRLN48K3JK.jpg,Soto ayam,all,24f7c386001bd99f87ad150c50f94c2e,"['Soto ayam', 'Mee soto']"
../foodsg-233\Mee soto\76ZZAIMST443D28YEFA20DGB.jpg,Mee soto,all,24f7c386001bd99f87ad150c50f94c2e,"['Soto ayam', 'Mee soto']"
../foodsg-233\Mee soto\PIXUUK3APBNQBYMFJ16U7UDE.jpg,Mee soto,all,24fe480253d12e88793ad96d91e45f60,"['Mee soto', 'Soto ayam']"
../foodsg-233\Soto ayam\8R00FUV47P8GFYNURLMVW1EN.jpg,Soto ayam,all,24fe480253d12e88793ad96d91e45f60,"['Mee soto', 'Soto ayam']"
../foodsg-233\orange\U4WHLE644OM0T4IOKPQX17QU.jpg,orange,all,252f8581268241a1bf954546b45a9edd,"['orange', 'Fruit juice']"
../foodsg-233\Fruit juice\FFH1ZMT4PZ29FZAQE6NNOJJF.jpg,Fruit juice,all,252f8581268241a1bf954546b45a9edd,"['orange', 'Fruit juice']"
../foodsg-233\chicken soup\8F8NM88ESOUD199DSIBZT6EA.jpg,chicken soup,all,2549bee78965db5342498afe640a4559,"['chicken soup', 'Udon']"
../foodsg-233\Udon\EO8SAMTH5CJHZC92DZD065D7.jpg,Udon,all,2549bee78965db5342498afe640a4559,"['chicken soup', 'Udon']"
../foodsg-233\whole wheat\0GXZWQHKAVNHRMGIT4GH2NLY.jpg,whole wheat,all,2569291f2d20017c230013dfc7d394c1,"['whole wheat', 'whole grain bread']"
../foodsg-233\whole grain bread\4UAYJHNCCXPUSSFEKEMI2N0U.jpg,whole grain bread,all,2569291f2d20017c230013dfc7d394c1,"['whole wheat', 'whole grain bread']"
../foodsg-233\Dumpling noodle soup\2LCS4B5HY6L2L8SUP1X8XNRG.jpg,Dumpling noodle soup,all,2575183aac4290e14a71ff9e5ccd4e17,"['Dumpling noodle soup', 'tom yum noodle soup']"
../foodsg-233\tom yum noodle soup\Y7TPSREPFYT9JVZL9XCCBA41.jpg,tom yum noodle soup,all,2575183aac4290e14a71ff9e5ccd4e17,"['Dumpling noodle soup', 'tom yum noodle soup']"
../foodsg-233\char siew\FHVDK750LAR3XJJ7XN1SNEUR.jpg,char siew,all,257a67d2b906f1cc4ccb68018bdc515b,"['char siew', 'Duck Rice']"
../foodsg-233\Duck Rice\98K1A33USM8QEEO66NQW96QR.jpg,Duck Rice,all,257a67d2b906f1cc4ccb68018bdc515b,"['char siew', 'Duck Rice']"
../foodsg-233\Mee soto\P6G0GNYHCG7C1D82HSFK1XKG.jpg,Mee soto,all,2596a2bbdda2c115955bf67922202424,"['Mee soto', 'Bee hoon, soto']"
"../foodsg-233\Bee hoon, soto\W8357LY1C9J17A4BU2LI18PF.jpg","Bee hoon, soto",all,2596a2bbdda2c115955bf67922202424,"['Mee soto', 'Bee hoon, soto']"
../foodsg-233\bee hoon\1P1D5SU0TINN5E7B8WTLFDGI.jpg,bee hoon,all,259815a8563472094ac92f0a79c7e545,"['bee hoon', 'Bee hoon, goreng']"
"../foodsg-233\Bee hoon, goreng\TF00JT6AL84A6XHFXRCO0UKP.jpg","Bee hoon, goreng",all,259815a8563472094ac92f0a79c7e545,"['bee hoon', 'Bee hoon, goreng']"
../foodsg-233\waffle\P4LZUMFXQ9U2L8YZPSREQ7D4.jpg,waffle,all,25a11c4a41bc2c458c7f909c187468d4,"['waffle', 'whole wheat']"
../foodsg-233\whole wheat\HBN705EU3XAMBH6L8WNWM77Y.jpg,whole wheat,all,25a11c4a41bc2c458c7f909c187468d4,"['waffle', 'whole wheat']"
../foodsg-233\char siew pau\IAB4FF6ZZDTN8XXWCYT454JD.jpg,char siew pau,all,25b5150a6f066723816353d2a1abac2b,"['char siew pau', 'steamed buns']"
../foodsg-233\steamed buns\9JLPKC3LHN7DB0S4KLASYA2U.jpg,steamed buns,all,25b5150a6f066723816353d2a1abac2b,"['char siew pau', 'steamed buns']"
../foodsg-233\bee hoon\13C93908VOFBSJOMNK2Y590Y.jpg,bee hoon,all,261f7e9f59b64627ed319c0fd2126ff3,"['bee hoon', 'Bee hoon, goreng']"
"../foodsg-233\Bee hoon, goreng\MG2WWC6732HAIUK04I0G51O6.jpg","Bee hoon, goreng",all,261f7e9f59b64627ed319c0fd2126ff3,"['bee hoon', 'Bee hoon, goreng']"
../foodsg-233\satay bee hoon\RHCX7GB0BGKCIV9MZ3P7GPL1.jpg,satay bee hoon,all,26959c9420a9ec96e8263be1d86f238b,"['satay bee hoon', 'bee hoon']"
../foodsg-233\bee hoon\SB5VEVFSUSC1FEESWWQQ96LI.jpg,bee hoon,all,26959c9420a9ec96e8263be1d86f238b,"['satay bee hoon', 'bee hoon']"
../foodsg-233\Pomelo\T0Z6V1ZDE268A0KY6QFU0S6V.jpg,Pomelo,all,269cd1df491dce9841ac9686b73c83b4,"['Pomelo', 'Grapefruit']"
../foodsg-233\Grapefruit\5JC5MOJ1Y9R6UD6R8NMZ98F6.jpg,Grapefruit,all,269cd1df491dce9841ac9686b73c83b4,"['Pomelo', 'Grapefruit']"
"../foodsg-233\Bee hoon, soto\P5BTD5Q6B2TONKFCT92YWCPQ.jpg","Bee hoon, soto",all,26cd661663a79331f8495c865aaf37a3,"['Bee hoon, soto', 'Bee hoon, goreng']"
"../foodsg-233\Bee hoon, goreng\BPEGDJ2OS44ZLA6933KKZWPK.jpg","Bee hoon, goreng",all,26cd661663a79331f8495c865aaf37a3,"['Bee hoon, soto', 'Bee hoon, goreng']"
"../foodsg-233\Bee hoon, soto\5MQ0XSJ1LO8ZAJD5C5G8COQP.jpg","Bee hoon, soto",all,26e47d954597b5410497ea62e4de8c3c,"['Bee hoon, soto', 'bee hoon']"
../foodsg-233\bee hoon\TBL8UPC1B11OIGJFM76BP25N.jpg,bee hoon,all,26e47d954597b5410497ea62e4de8c3c,"['Bee hoon, soto', 'bee hoon']"
../foodsg-233\miso soup\RB1C3ENFSSISIHLMI3LYDG7H.jpg,miso soup,all,270e0b9b0c0715b2396996b832ef6ed2,"['miso soup', 'buckwheat']"
../foodsg-233\buckwheat\YKQ0JL349HZMHW5Q6F3R5L0Y.jpg,buckwheat,all,270e0b9b0c0715b2396996b832ef6ed2,"['miso soup', 'buckwheat']"
../foodsg-233\satay bee hoon\KE2UT06HNMAD7WHBQ4GPYL3R.jpg,satay bee hoon,all,271f3ecc1e7224c537508de2328b71f1,"['satay bee hoon', 'sambal kangkong']"
../foodsg-233\sambal kangkong\H1L0GDHOVXIIKPT4VP2BDNEY.jpg,sambal kangkong,all,271f3ecc1e7224c537508de2328b71f1,"['satay bee hoon', 'sambal kangkong']"
../foodsg-233\whole wheat\5M3ICKNALB7GEWINUMUVJFLB.jpg,whole wheat,all,27a9a8e7ea4ba26b8f824473a7ae0595,"['whole wheat', 'whole grain bread']"
../foodsg-233\whole grain bread\F254YAEMQ06WAVN84XUNQYO4.jpg,whole grain bread,all,27a9a8e7ea4ba26b8f824473a7ae0595,"['whole wheat', 'whole grain bread']"
"../foodsg-233\Rice, chicken katsu with Japanese curry\67LBG88KGENG8NXGAXNE2UJU.jpg","Rice, chicken katsu with Japanese curry",all,27ca499fbd4f44bf0692e604844815aa,"['Rice, chicken katsu with Japanese curry', 'Rice, korean bulgogi beef']"
"../foodsg-233\Rice, korean bulgogi beef\Z5C17UUWD24DFMWH699CNT0T.jpg","Rice, korean bulgogi beef",all,27ca499fbd4f44bf0692e604844815aa,"['Rice, chicken katsu with Japanese curry', 'Rice, korean bulgogi beef']"
../foodsg-233\Mee rebus\IPSL0WLQ7SJL28K3I2L3XNKU.jpg,Mee rebus,all,27cac1693f8fcad1d60948ecc8f5d042,"['Mee rebus', 'Mee siam']"
../foodsg-233\Mee siam\WBEWHCG7Z9LBXW7LCCA8W50T.jpg,Mee siam,all,27cac1693f8fcad1d60948ecc8f5d042,"['Mee rebus', 'Mee siam']"
"../foodsg-233\Mee siam, fried\AJOYJT04HZAJR5HRXR8FMU1T.jpg","Mee siam, fried",all,27d21d632cb580be18dcb58ed688ba3e,"['Mee siam, fried', 'Prawn Noodle', 'Mee siam']"
../foodsg-233\Prawn Noodle\NHWK2D57BXNSOMFVIQPNVZWO.jpg,Prawn Noodle,all,27d21d632cb580be18dcb58ed688ba3e,"['Mee siam, fried', 'Prawn Noodle', 'Mee siam']"
../foodsg-233\Mee siam\RXFDH3XS041MCH72M9HP6DXV.jpg,Mee siam,all,27d21d632cb580be18dcb58ed688ba3e,"['Mee siam, fried', 'Prawn Noodle', 'Mee siam']"
../foodsg-233\Macaroni\2JCAZMEQRAWMNJ6EQV4WW6E3.jpg,Macaroni,all,2826c4db98a5b877d3a1b08f91a8a641,"['Macaroni', 'Mee goreng']"
../foodsg-233\Mee goreng\1XY5GNM16QNXT7E4RPXNR063.jpg,Mee goreng,all,2826c4db98a5b877d3a1b08f91a8a641,"['Macaroni', 'Mee goreng']"
"../foodsg-233\Bee hoon, soto\KIMXVQI356S7KNF0QTI2VJHL.jpg","Bee hoon, soto",all,2861420284f55d0bbe33a65fb90c0d05,"['Bee hoon, soto', 'Soto ayam']"
../foodsg-233\Soto ayam\IG4UODIVARI2LHFFTIUKRSQG.jpg,Soto ayam,all,2861420284f55d0bbe33a65fb90c0d05,"['Bee hoon, soto', 'Soto ayam']"
../foodsg-233\Bubble Milk Tea\9U7BT528SYEBDTYANP84VB5Z.jpg,Bubble Milk Tea,all,28625864b38fc3141438916354b408a9,"['Bubble Milk Tea', 'chin chow drink']"
../foodsg-233\chin chow drink\TJZOUGTR1OAFGPIUBX20GXP5.jpg,chin chow drink,all,28625864b38fc3141438916354b408a9,"['Bubble Milk Tea', 'chin chow drink']"
../foodsg-233\pasta - fettuccine\RCZRQ91OVKQKKJKWOXVHCPTR.jpg,pasta - fettuccine,all,286d3f04968d6de121da4d443a7c4ff6,"['pasta - fettuccine', 'Nuts']"
../foodsg-233\Nuts\L1KODQN5Q0PKUSZP4HFRZJL6.jpg,Nuts,all,286d3f04968d6de121da4d443a7c4ff6,"['pasta - fettuccine', 'Nuts']"
../foodsg-233\satay bee hoon\6CBN6AIX99OMFZMIYAYHQH0L.jpg,satay bee hoon,all,288d1032a074907910fe29ec7a8b9797,"['satay bee hoon', 'Bee hoon, soto']"
"../foodsg-233\Bee hoon, soto\GJHHXKCXD4TJLPOGU5X8CN22.jpg","Bee hoon, soto",all,288d1032a074907910fe29ec7a8b9797,"['satay bee hoon', 'Bee hoon, soto']"
../foodsg-233\mushroom soup\B1MP87U4LQF1VY41WCPJVM4B.jpg,mushroom soup,all,28b2766166f84741df745080bf7fbdcb,"['mushroom soup', 'cream soup']"
../foodsg-233\cream soup\J1J428HLEFIUBH5MEODMPA8L.jpg,cream soup,all,28b2766166f84741df745080bf7fbdcb,"['mushroom soup', 'cream soup']"
"../foodsg-233\Wanton mee, dry\5XHLNDC2IK4J9H69X2HTBEHT.jpg","Wanton mee, dry",all,28b51be586214eb438393a4f5d9a67b7,"['Wanton mee, dry', 'Dumpling noodle soup']"
../foodsg-233\Dumpling noodle soup\KHE024FSQ2R54IUDZ8HGCP39.jpg,Dumpling noodle soup,all,28b51be586214eb438393a4f5d9a67b7,"['Wanton mee, dry', 'Dumpling noodle soup']"
../foodsg-233\tandoori chicken\N0EKT0KCMY9XC1XB8HAHA8FU.jpg,tandoori chicken,all,28fb43594d86aceadc448da3f259101d,"['tandoori chicken', 'chicken masala']"
../foodsg-233\chicken masala\D6P7YAAE01P3IALH3C1IFTLG.jpg,chicken masala,all,28fb43594d86aceadc448da3f259101d,"['tandoori chicken', 'chicken masala']"
../foodsg-233\Kway Teow\J5SN2AR9H4ZWW1O2PZZIPZDD.jpg,Kway Teow,all,29236ad39fc7aedf1d1d9e1e99eaf5a1,"['Kway Teow', 'oyster omelette']"
../foodsg-233\oyster omelette\491D6X5IOXJKE18JYW5WWNGC.jpg,oyster omelette,all,29236ad39fc7aedf1d1d9e1e99eaf5a1,"['Kway Teow', 'oyster omelette']"
../foodsg-233\Seafood Noodles Soup\MCEPYJQNXKAI1QIX3ND4LF5C.jpg,Seafood Noodles Soup,all,2956b0816254dc389688a734b2f66391,"['Seafood Noodles Soup', 'Ban Mian']"
../foodsg-233\Ban Mian\GZLIZ0PQ3J1VNHFHG7KDDTAA.jpg,Ban Mian,all,2956b0816254dc389688a734b2f66391,"['Seafood Noodles Soup', 'Ban Mian']"
../foodsg-233\whole grain bread\MX2JY7NEBG493765T0JPAC1O.jpg,whole grain bread,all,299ed5ccf9cf4d594d53dc60314afead,"['whole grain bread', 'whole wheat']"
../foodsg-233\whole wheat\NCA9H724N2W3X8E9GOYUJI27.jpg,whole wheat,all,299ed5ccf9cf4d594d53dc60314afead,"['whole grain bread', 'whole wheat']"
../foodsg-233\lontong\7D8SO0YK488U29V0SNK8Q10F.jpg,lontong,all,29c7d14f9cded0878b0e990aaba97352,"['lontong', 'Lontong with sayur lodeh']"
../foodsg-233\Lontong with sayur lodeh\Q9DRMRA9Z9TUO3AQZE40Z5OG.jpg,Lontong with sayur lodeh,all,29c7d14f9cded0878b0e990aaba97352,"['lontong', 'Lontong with sayur lodeh']"
../foodsg-233\fried prawn\TI6R385THP044R6S68DUEHEL.jpg,fried prawn,all,2a3fa7be5b8ada0d4a95aab5b12da0e0,"['fried prawn', 'drunken prawn']"
../foodsg-233\drunken prawn\U9WPU9DV6XI5VS1PUCTNE3YD.jpg,drunken prawn,all,2a3fa7be5b8ada0d4a95aab5b12da0e0,"['fried prawn', 'drunken prawn']"
../foodsg-233\Mee kuah\POMRCLMRCGM2BQS6GSNPIAKE.jpg,Mee kuah,all,2a50ae9b5c3273274b0b6e65db702b0a,"['Mee kuah', 'Mee siam', 'Mee rebus']"
../foodsg-233\Mee siam\VR4BRGYWWWM7LMFRVX204572.jpg,Mee siam,all,2a50ae9b5c3273274b0b6e65db702b0a,"['Mee kuah', 'Mee siam', 'Mee rebus']"
../foodsg-233\Mee rebus\XX6L9GDPFKK4EFG34IBWJEUZ.jpg,Mee rebus,all,2a50ae9b5c3273274b0b6e65db702b0a,"['Mee kuah', 'Mee siam', 'Mee rebus']"
../foodsg-233\hokkien prawn mee\EVNYRI72WZNDOF6WIMML72SM.jpg,hokkien prawn mee,all,2a544b84672b241969db752cd366cc34,"['hokkien prawn mee', 'Mee goreng']"
../foodsg-233\Mee goreng\H7U8506K8KY5Q26S9KN2WP0U.jpg,Mee goreng,all,2a544b84672b241969db752cd366cc34,"['hokkien prawn mee', 'Mee goreng']"
../foodsg-233\whole grain bread\KJ9QZ8PJJU9P39RQOZM0QR6I.jpg,whole grain bread,all,2a6c3311f12d5b7bbece266b1170fd46,"['whole grain bread', 'whole wheat']"
../foodsg-233\whole wheat\DCCEJH0PVD2T9R5W22093FDK.jpg,whole wheat,all,2a6c3311f12d5b7bbece266b1170fd46,"['whole grain bread', 'whole wheat']"
../foodsg-233\black pepper crab\C0JGIPHY1A3TPAI12V237HAT.jpg,black pepper crab,all,2a79040e6c31d0a83ec347942f0b4406,"['black pepper crab', 'chilli crab']"
../foodsg-233\chilli crab\XJL9DPRBE3WXMTCL6NM1ZII9.jpg,chilli crab,all,2a79040e6c31d0a83ec347942f0b4406,"['black pepper crab', 'chilli crab']"
../foodsg-233\Mee goreng\SAE39A7RRQKV0KJGA408LJJD.jpg,Mee goreng,all,2afd078204c64c3b7cc9b676f2d09f54,"['Mee goreng', 'Kway Teow']"
../foodsg-233\Kway Teow\O62PKF4G09M5NYY87EI12UIN.jpg,Kway Teow,all,2afd078204c64c3b7cc9b676f2d09f54,"['Mee goreng', 'Kway Teow']"
"../foodsg-233\Bee hoon, soto\ORGGU2ZPDM8A9Q9H1QNPYSG9.jpg","Bee hoon, soto",all,2b54a7dcb46a64375d985ae18b3b2d28,"['Bee hoon, soto', 'Mee soto']"
../foodsg-233\Mee soto\6JXCM74VTJE1ZBU5ESS47B37.jpg,Mee soto,all,2b54a7dcb46a64375d985ae18b3b2d28,"['Bee hoon, soto', 'Mee soto']"
../foodsg-233\sliced fish soup\IVYPE55AWB438LNCT9D442AC.jpg,sliced fish soup,all,2b5d2781a980521fff140125469a145a,"['sliced fish soup', 'Ban Mian']"
../foodsg-233\Ban Mian\SH8UODA74AYDXAN915RYUJVH.jpg,Ban Mian,all,2b5d2781a980521fff140125469a145a,"['sliced fish soup', 'Ban Mian']"
../foodsg-233\Kueh Salat\KQS5C64NJOCX60026W2816ZD.jpg,Kueh Salat,all,2b88983b98fa8fd8f48c79b1be28ca7d,"['Kueh Salat', 'kueh lapis - rainbow']"
../foodsg-233\kueh lapis - rainbow\47JY9KA3BC0B2F876MY1Z4DR.jpg,kueh lapis - rainbow,all,2b88983b98fa8fd8f48c79b1be28ca7d,"['Kueh Salat', 'kueh lapis - rainbow']"
../foodsg-233\whole wheat\6M5UM6181BXWUCJ54H3SUB4J.jpg,whole wheat,all,2b8a23a5db0e61ae791e89eae84ce7f0,"['whole wheat', 'whole grain bread']"
../foodsg-233\whole grain bread\ICQETCIR59L99EW20U3T3JJD.jpg,whole grain bread,all,2b8a23a5db0e61ae791e89eae84ce7f0,"['whole wheat', 'whole grain bread']"
../foodsg-233\bee hoon\KNN6EIUHFPKD3JSMW71E821P.jpg,bee hoon,all,2bcfb11acdb36b1b755bd66fe926671c,"['bee hoon', 'Bee hoon, goreng']"
"../foodsg-233\Bee hoon, goreng\7PL1WF83S118ZLNLOWWWUALZ.jpg","Bee hoon, goreng",all,2bcfb11acdb36b1b755bd66fe926671c,"['bee hoon', 'Bee hoon, goreng']"
../foodsg-233\whole wheat\T5CPFPAW9X51EAYEH3WGT231.jpg,whole wheat,all,2be9ed6a67bca9749e93aded0585fd15,"['whole wheat', 'tortilla - plain', 'Wholegrain Wrap']"
../foodsg-233\tortilla - plain\R1PQFYLS561EGAWU2O1Z6Z2C.jpg,tortilla - plain,all,2be9ed6a67bca9749e93aded0585fd15,"['whole wheat', 'tortilla - plain', 'Wholegrain Wrap']"
../foodsg-233\Wholegrain Wrap\2I6HNK00GE5Z26NFGVCQRR3O.jpg,Wholegrain Wrap,all,2be9ed6a67bca9749e93aded0585fd15,"['whole wheat', 'tortilla - plain', 'Wholegrain Wrap']"
../foodsg-233\Nuts\C9Q4NIK1SU5VFB1DVXFU2MFM.jpg,Nuts,all,2bf6c70b168e10b24a48f4b2be31a52d,"['Nuts', 'Chocolate']"
../foodsg-233\Chocolate\Q326DSNJ9IWF6E7NBRRV3MUM.jpg,Chocolate,all,2bf6c70b168e10b24a48f4b2be31a52d,"['Nuts', 'Chocolate']"
../foodsg-233\char siew pau\KRLM3ANJDNT6386J2ND2QUAR.jpg,char siew pau,all,2c2b51ef768dbf7f12c52f255d945954,"['char siew pau', 'steamed buns']"
../foodsg-233\steamed buns\H3D90X80JU6LCT81UEQ4ZIEY.jpg,steamed buns,all,2c2b51ef768dbf7f12c52f255d945954,"['char siew pau', 'steamed buns']"
../foodsg-233\Mee soto\6G9IU4WZFVATUWXI1UYLL83K.jpg,Mee soto,all,2c48a6ef47957314246ced15225e1d8e,"['Mee soto', 'Soto ayam']"
../foodsg-233\Soto ayam\5U269U90N573ZDK4O14KLTZ8.jpg,Soto ayam,all,2c48a6ef47957314246ced15225e1d8e,"['Mee soto', 'Soto ayam']"
../foodsg-233\chicken masala\FX9AJQFX0VS274URUPVT8D6J.jpg,chicken masala,all,2c70bcef381fd81c08c611c7bd9e522f,"['chicken masala', 'sambal']"
../foodsg-233\sambal\622OAW3FUWCZGHDBRMSQJKVY.jpg,sambal,all,2c70bcef381fd81c08c611c7bd9e522f,"['chicken masala', 'sambal']"
../foodsg-233\bee hoon\X3G5H1ZJ7VM2SPH9S3ZSTNFP.jpg,bee hoon,all,2ccbfc05fab1da82c08975ec888681eb,"['bee hoon', 'sliced fish soup', 'Seafood Noodles Soup']"
../foodsg-233\sliced fish soup\UMT26U4FKKT2S4MMQL2CRFF4.jpg,sliced fish soup,all,2ccbfc05fab1da82c08975ec888681eb,"['bee hoon', 'sliced fish soup', 'Seafood Noodles Soup']"
../foodsg-233\Seafood Noodles Soup\F725MPLZESR267763SBYUYM2.jpg,Seafood Noodles Soup,all,2ccbfc05fab1da82c08975ec888681eb,"['bee hoon', 'sliced fish soup', 'Seafood Noodles Soup']"
../foodsg-233\green leafy vegetables\7P5U7ZXXJFXTQGJOBBD3TOIP.jpg,green leafy vegetables,all,2cce6e7f08318b85dd0a13c1c72fbf04,"['green leafy vegetables', 'mixed vegetables']"
../foodsg-233\mixed vegetables\N6VUIRAVFLTV98CFFZF0FJB8.jpg,mixed vegetables,all,2cce6e7f08318b85dd0a13c1c72fbf04,"['green leafy vegetables', 'mixed vegetables']"
../foodsg-233\Chocolate\QNTVY6AET31Q3Z5FRGCMR1SN.jpg,Chocolate,all,2d446ed11973b4b6cf7746e7bfc648ab,"['Chocolate', 'Sweets']"
../foodsg-233\Sweets\SL30MY5Z698A4C9HQ43UD56Q.jpg,Sweets,all,2d446ed11973b4b6cf7746e7bfc648ab,"['Chocolate', 'Sweets']"
../foodsg-233\sliced fish soup\R6AIAZLZ4HT1JGB02LFZ4VXA.jpg,sliced fish soup,all,2d4c8ec150f915c2bac5125de079b877,"['sliced fish soup', 'Seafood Noodles Soup']"
../foodsg-233\Seafood Noodles Soup\AN9ICWO9A623PS3B3PWAIC7N.jpg,Seafood Noodles Soup,all,2d4c8ec150f915c2bac5125de079b877,"['sliced fish soup', 'Seafood Noodles Soup']"
../foodsg-233\murtabak\3380JO9PCF55EM14DTYOIGIK.jpg,murtabak,all,2d526f14f029cc66f0c0d7d2108265f4,"['murtabak', 'Indian Prata']"
../foodsg-233\Indian Prata\8XYSVWZ673EUO5ZQ5JGBKM9P.jpg,Indian Prata,all,2d526f14f029cc66f0c0d7d2108265f4,"['murtabak', 'Indian Prata']"
../foodsg-233\whole wheat\TNGSX39KD0RDRJHFNZ5KBFOH.jpg,whole wheat,all,2da8b38679598e4760001d0580c1f175,"['whole wheat', 'whole grain bread']"
../foodsg-233\whole grain bread\52SL1GL4EGF6KOXOET28XA1Q.jpg,whole grain bread,all,2da8b38679598e4760001d0580c1f175,"['whole wheat', 'whole grain bread']"
../foodsg-233\Mee soto\4H7SJIYAABP25RXZIZ3YM7RV.jpg,Mee soto,all,2dbaa1360f3bb8c9c8a338e705a96b61,"['Mee soto', 'Soto ayam']"
../foodsg-233\Soto ayam\0DITC3I73QJX94W2ZC3EOQFC.jpg,Soto ayam,all,2dbaa1360f3bb8c9c8a338e705a96b61,"['Mee soto', 'Soto ayam']"
../foodsg-233\tandoori chicken\S3LHP0XYEB4CN8A63NRIAZUU.jpg,tandoori chicken,all,2df9cab40aa39079c5fbb5097ee49f43,"['tandoori chicken', 'chicken wing']"
../foodsg-233\chicken wing\XR0RJ9CWV6YGGLRRZ1DWAIZL.jpg,chicken wing,all,2df9cab40aa39079c5fbb5097ee49f43,"['tandoori chicken', 'chicken wing']"
../foodsg-233\pineapple\CJWLNWY9LTRJNDIWMUEA2DNL.jpg,pineapple,all,2e13c025ec8569d9286746516028dd22,"['pineapple', 'Fruit juice']"
../foodsg-233\Fruit juice\V366I2B01H33L4Z3EZUZRTFL.jpg,Fruit juice,all,2e13c025ec8569d9286746516028dd22,"['pineapple', 'Fruit juice']"
"../foodsg-233\Mee siam, fried\ZTONDFKAVGPO3STXQS050RDY.jpg","Mee siam, fried",all,2e15557a073f5cdb477a87a111b3ae4a,"['Mee siam, fried', 'Bee hoon, goreng']"
"../foodsg-233\Bee hoon, goreng\97K654GIZY39Z4D9KJI3H8XU.jpg","Bee hoon, goreng",all,2e15557a073f5cdb477a87a111b3ae4a,"['Mee siam, fried', 'Bee hoon, goreng']"
"../foodsg-233\Bee hoon, goreng\4SLF6VY9MC810U3RFGMMNVD7.jpg","Bee hoon, goreng",all,2e1ef3390bc94bb60457deccf278b493,"['Bee hoon, goreng', 'Mee siam, fried']"
"../foodsg-233\Mee siam, fried\0DVMUPOQQT6OFUT2IJEXKVHO.jpg","Mee siam, fried",all,2e1ef3390bc94bb60457deccf278b493,"['Bee hoon, goreng', 'Mee siam, fried']"
"../foodsg-233\Bee hoon, goreng\ENZRZXHBDR569682MRLQBWHV.jpg","Bee hoon, goreng",all,2e966913ca4a24ea50fd4f6d04c9e605,"['Bee hoon, goreng', 'Mee siam', 'vegetarian bee hoon', 'Mee siam, fried']"
