path,label,split,flag_type,priority
../foodsg-233\char siew\FETIZLSRWL8FT0V9Z45MBMBY.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\FJS4W3RUSPA3Y4NYAISV1XGD.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\FKFJQFOARK3T7FYDD0I25848.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\G1IE51GNK6HD50VXPQ26UZLE.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\G1LHTSQGK4OU18OGKPR0W0P9.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\G4XNYTU6FVX0CDUJDULNHK7T.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\G6EK5QKBTDMZWHEJB61I6SQY.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\GATNFVXAURMDYYGHYYSKPDJ2.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\GH4ULD9F6TLIMHSB6P23BEA0.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\GNK2TSCKONGCJY9POT7QAUEQ.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\GPW6UD6N32R6HQJY2W6VFWHZ.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\GU7HGTG1CGZG51W7SSQLAXL7.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\GW0Q20GMFA7EYFURN6YVVGM3.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\GX9659ZSYZLMDBC7TWL370TC.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\GX9N87SOWXXI3O9LQNDIS6UT.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\HDA8I53U0X0VEGSI2W8MYBXS.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\HDF8SUY4V00W75GYRVDWSFE9.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\HSUVV051QH6L3XVJMXECSHP9.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\HXB4C934ICH4HX11J2MB9W7V.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\HYH08K6F7JAWVPRRBRV1N3EZ.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\I4L6LOIGXPBL1FPZM6WODJFR.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\IGG6KGX21ZU9DDBZBK1VY9KQ.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\IL5FOJ8EXGLVU0Y3PYCF5T20.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\INT8TS39DV17337M5NOIWGJ5.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\IOIK0IHSRF7P89X0BVPVNQ03.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\IPUPBGR26VV41BYQVXAZ6OWW.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\J5L15H78N0A2H4IV4GE8C5DO.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\J8NC66A8EDQYL36ZFTGFT9Z0.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\JHOUOJJRJ01ZJEOW1MJSHZRI.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\JXQFCONWW59FTJTSQLNU0EFO.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\JZ09OD03RENTEINZ8UDW26VG.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\K2T64QL37CCEIXBROCQWQXU5.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\K89SO00VYI4TMGF5150CP8JL.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\K8CX5UQJ4QRCZX8OUH9EZXF8.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\KEVZ254STXPFLKBKUERM3CEO.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\KILXBIAYF79WISCOR5VSHG5V.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\KM637UX3I4KF7RS6BPCFD8OA.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\KOSJUKZ8TPREWNX2F5SL6D7I.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\KQBK37ZQ5MTGPJOGTKTNUTUP.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\KSINS1INLNNCR1BQFI729734.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\KV0NBU3GR0RHANKVYO9FY3KV.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\KZMJRSM1WNA3V7DOPRLNUM9D.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\L08J0O9BMA82Q3XNZL4O224E.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\L2L12UQAAYXIBHTVTMEC36H5.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\L5PKNWU575NOJDUK8KVSJI5A.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\LB6HF5YN0T50WFDLXRLH16RL.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\LJCR3YWG9RWYT1TSF7JDWM9J.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\LVQF4MN1YAZI03ANEJIH9YY2.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\MAIY26VN7DPV019RY8O2KNQW.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\MJKZQIXM5QDCRIDFOKQHYBNE.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\MOCDVC6Z4TVYJPULCL8T3R3X.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\MPMUZDLMTCHTWE8AOIR5WCAV.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\MTGFJR19K5JTAPWZBA6TQCAQ.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\MZYMGKQS7CCCR1MZ7MMXHGY2.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\N3BB4SVKZGP3H0UTIHMVC1YE.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\N4QXOWQVXX6LLAE4ADJIFSGK.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\N5J6IWAB1E2J6PFA69POHPQJ.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\N69MJT9NFGO6QF1LXMJX193K.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\NHOSBIDML349NDU5HHT8DIB7.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\NJS77MPDTYL79CNZLVDGCFFV.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\NNTJE3K4LF4Q5UF7Z9NDD1K0.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\NOEDNGQEW3AJDGV2X0ZIXFEL.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\NTENUDUJPV9O5NXT3UM3YIIK.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\O6DDWQGPWHYTEHOW76YURF5G.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\OAY0AJN9T55B7XG4D563I3Q7.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\OITAD2QZSIMWD3M8F5XLRVI9.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\OPFEPIHM4LM6WFMN2DM6K4OT.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\PEK1RE5X31EUYFR81WFEUVNE.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\PGHO9WHAR08RAWDQMQETLGI6.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\PHKNX0T5SC4IRMGK3442G7GR.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\PJNDU7RZDPHEB22O47I1YD4U.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\Q1Y9P3H98B336DDVVODSGOZB.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\Q3Q2CF127YUP8HNRAR7B27AX.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\Q5MI79HRNIH9YD2QBOHYZFCF.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\QG5SKJXJ1GAXO2S6J795YJAY.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\QKN0YBOLEJ42CV7YVVVXPBOG.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\R8SIVTWVRWPE76DWX38Y8A6J.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\RB17SIV1JSZHKHXHMF5QKTBL.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\RDILY3WHZBQATIBASI8EFDN9.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\RJFK5T4BY538ZUDSIO9ZNNU1.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\RLGKMCVXN8E9OA8EQPPCX8OF.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\RMWTX2JEECIK1WUF8856DG6P.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\RR5SBXP4W0US7WRQX8176NU2.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\RYS8Z3VBZ4IY9X4K939LTTG8.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\S46IS80X2GBY2NX5JDG8GZIY.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\S5AXT5SRG1RUU9V3HNAB5A21.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\SQZ9IW5SSD4SRB7HNOTDDJYC.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\SSRORNV1H8X3M3Z530HUK4ES.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\SUM3HP4P0WJ7PVDJ9HI4Z9YG.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\SXIVKMQLDIGXSUKM11TSXBMM.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\SYWN56IREG15IFC89KTP4RFL.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\T28RZI1VXBD91H6EL9ILOSY2.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\TO8QO872TBZ6Z693HBKMDQPC.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\TTNUY951MV1IOZHLXD36CA09.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\TUYYLPJJ592QCCKK3FBXU0HX.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\TYGAE2523PIYB7WUMWRFJTPO.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\TYKNTDXKV6FBALTTJPHDNJCS.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\TZGQ6U1UEKL0I1PLKMZ5BA98.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\U0J4JBDCIO77PRYCHVR1CEJ4.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\U98UDDUW07N5Q5WNNRVDXW62.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\UV0OJCJR9JDEX5ADXQ6J5588.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\UZNGKA5LBGY67W6HDEXT7RV8.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\V7D9JSPTVIY28ICJVU1ZNXSV.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\VGLXRKGGDY95SQAKSFRJLMYA.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\VL8CV0DV3C5N6XFBNADIQ0BP.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\VRENCJKT1NB228OSHFLF9BZN.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\VUFPEH94X0LB086PIVWGNLFS.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\VW2XMNEC9F5K5H7LROOCJ8TL.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\VYD0OSTMWBO6LVLUA0HTSF0J.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\VYTMDRXI1DYVT6F7IMH80O5N.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\W7XSQXRVOR6V8FMPL3KEY7FY.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\WS1E1OHJP8VUULTPM7AFXRTG.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\WUG8YB1NTCFUKIE7KZ2W8YD7.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\WVRH947CIUBH3Z3M82TE6HZU.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\X2IJO2X7JZHI1TLP1UMW0SV9.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\X6PVZYKRV9FM236EL10PVIG5.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\X9TCIUVW1WIJR15NEG0C997O.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\XDIB545QVYR434TFDGNNLQIL.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\XGBTAZI0RS94611ATWDB17A5.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\XK1LSU93RELK6GTTY5DGLU7A.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\XY70BZN0DHL1HA8JV0D0K4S6.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\Y1NSMEVZ5OJOP0T3MLPYKXNL.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\Y9VN0PUZCASW4M5N3TA1BKO7.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\YL3AJMBDCXV3HRFT5S31UV92.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\YL41M95UH487BQAODA13QUG2.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\YW5VO8X6H3J2VG70IE5G043X.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\Z2TFOJG052P92WVBZMDUC8K1.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\Z9AKPP9R6VPUX6WPY20SIQUR.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\ZGMX7F2C1UZC7B68IDC4OAIT.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\ZJU6G8AA15O8RWP4HUGL0ODP.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\ZK8MPWLSNQZVZ0Q8I6F018XY.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\ZM7PG1Y8QDY7V58C29Q21RH8.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew\ZZ2GU9WIAW45JQUOT4HVZPAL.jpg,char siew,all,finetuned_model,HIGH
../foodsg-233\char siew pau\0HBIEAXLW1DJNH8D0ZU51HHF.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\char siew pau\0VSY56IUU0DPQHP3UEZGJK8V.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\char siew pau\0XTVWOJTM2P96TDOUD73NIU9.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\char siew pau\2I4GLMOGCTDR5DY6IEPC2OJI.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\char siew pau\55KBFH2QQDT4NJD1B58XQ2IQ.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\char siew pau\5KA0K7QGQMLC16TCPT5WD1U8.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\char siew pau\60GD225X8G8GEX9EC65KBPZG.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\char siew pau\9LW4QIB9KDAAI6HUM3D2L4TO.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\char siew pau\A01ZMP76LX77GGTORFRRKZED.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\char siew pau\ADC36ANM4XI1G1QVAPSB5D3Z.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\char siew pau\BC6QL6DYP3N2TOAYFJF1VYID.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\char siew pau\BKX5M3QRHQWHW8AOC4AY8QI5.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\char siew pau\BQSCWF95EAL9YEYJL8BC09SK.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\char siew pau\BRXPZP9ZQJEJQ2N1KJVJ1PFA.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\char siew pau\DF1I17DMRH9K8H6O6L76GUJ5.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\char siew pau\EBHF6FLXMK1MV4NTRPHYGJJJ.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\char siew pau\F3R5JUU1CKOGTM3JPEHY9OZN.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\char siew pau\F8GRVZ57PSNN3NUBM3EDH7TQ.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\char siew pau\FMW5GMLR3HY4PCD2E4V50YRF.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\char siew pau\GQPR9UUJ50GTYM1QSXVO9BJY.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\char siew pau\HC34IJZ2ESI6PXXJ4NXFZEVN.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\char siew pau\HTGS20ZV0619RR1YH8V4AIO6.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\char siew pau\I3VTUUZ4RWZU23H7E665E74Z.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\char siew pau\IRT07UA9R5LL1I3Z31NMPZQH.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\char siew pau\K2QCMFXXHWLDAH0EXNM7QI0C.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\char siew pau\KXV82SISQJ1O11LKQZ6J37FF.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\char siew pau\M5XM0UPWK04CWDJDYU3NENS5.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\char siew pau\N37H4QKBMJ48N4BZX6Z070W0.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\char siew pau\OJONHG1BQC1E3YPNLQJOIQIA.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\char siew pau\PP6XK8O3HD8TO7VXM7FLD0QR.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\char siew pau\QD9RVHKJRSUV4Y72SRDNZVDZ.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\char siew pau\T8CMJJP3EZGZI46CPQYFUDCS.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\char siew pau\TYUJBRILW2DWEA8O1IZCF8O9.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\char siew pau\V866IH6B3X8AKCE23AONLFSY.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\char siew pau\VSJ58YXMCU8EC7MPK1Z65J6D.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\char siew pau\WCIV736FVSX001W9IHEQ1DS9.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\char siew pau\WKM5SG3AWYSOICTWP8J4Y99U.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\char siew pau\WPV574RX4RI8HCN8R4FKAXB1.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\char siew pau\WZS5AX41HWJVEQO1E1VSAPFU.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\char siew pau\XL1D9N6DRQP0PD0HRVYV3RX4.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\char siew pau\XNDY2B3BBHGR8TX5T2KFBUCV.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\char siew pau\Y7EPOBMJG8XMP8FJ384594KN.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\char siew pau\YY5968Q8XGWC9A3EEI8M5LHI.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\char siew pau\YZ4TL969F5FGWXZDYC9BHTCI.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\char siew pau\Z40QHJR2AIJ02XFAHEEVL35A.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\char siew pau\Z5TIPJ975PPNW6DU2IKY19RL.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\char siew pau\Z71RIIZZ554Z2QKOK9M307KN.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\char siew pau\ZFQDO1WCRFUXNYMLWMAVHPEP.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\char siew pau\ZU40NDMG1G7PPK148T7P9L26.jpg,char siew pau,all,finetuned_model,HIGH
../foodsg-233\chawanmushi\00HSCFJCG07057TCDWU2E9VH.jpg,chawanmushi,all,finetuned_model,HIGH
../foodsg-233\chawanmushi\0360N7WBWTIOEW7V5EWYXQ3B.jpg,chawanmushi,all,finetuned_model,HIGH
../foodsg-233\chawanmushi\0YYFGE9RMNFLGYBMZ14TPNB6.jpg,chawanmushi,all,finetuned_model,HIGH
../foodsg-233\chawanmushi\2BZFZW1DYCLQWA8B4EEEQDNW.jpg,chawanmushi,all,finetuned_model,HIGH
../foodsg-233\chawanmushi\2WTOC5U0FSK1CACJUBODM2UX.jpg,chawanmushi,all,finetuned_model,HIGH
../foodsg-233\chawanmushi\44BNTBF40SQHB7KHKSPF090T.jpg,chawanmushi,all,finetuned_model,HIGH
../foodsg-233\chawanmushi\4H3RKKPXYQS05SUTIU2RNUIC.jpg,chawanmushi,all,finetuned_model,HIGH
../foodsg-233\chawanmushi\6Z0VZ27PJBTU1AGL4DCYJQFQ.jpg,chawanmushi,all,finetuned_model,HIGH
../foodsg-233\chawanmushi\70G8PQ7EUTRY87J4FCWQS1CF.jpg,chawanmushi,all,finetuned_model,HIGH
../foodsg-233\chawanmushi\AC2GUILI4JQF3FAIIED7AP6S.jpg,chawanmushi,all,finetuned_model,HIGH
../foodsg-233\chawanmushi\AC9MCDKIROJ6KFHTNXQNWBY2.jpg,chawanmushi,all,finetuned_model,HIGH
../foodsg-233\chawanmushi\ATJN1ID4B1GF3ICTJ1VKOG1O.jpg,chawanmushi,all,finetuned_model,HIGH
../foodsg-233\chawanmushi\B6F4VEQEQ2M3VWBM92USSJD2.jpg,chawanmushi,all,finetuned_model,HIGH
../foodsg-233\chawanmushi\BW84593VMQ7SN7EF4LC95E4H.jpg,chawanmushi,all,finetuned_model,HIGH
../foodsg-233\chawanmushi\D4EF5GRYTRRGRRW816FKD1AT.jpg,chawanmushi,all,finetuned_model,HIGH
../foodsg-233\chawanmushi\DMHP6LRAC32LPNSPBHS4DVX1.jpg,chawanmushi,all,finetuned_model,HIGH
../foodsg-233\chawanmushi\ENVL34STMKX6XIEFK8ZOSEO8.jpg,chawanmushi,all,finetuned_model,HIGH
../foodsg-233\chawanmushi\EX7CW961UQT6W823ANEBC8QJ.jpg,chawanmushi,all,finetuned_model,HIGH
../foodsg-233\chawanmushi\FFVTA51EGOB9GALG740TMYB0.jpg,chawanmushi,all,finetuned_model,HIGH
../foodsg-233\chawanmushi\FIE8ELXCMJPTFG60JLGJFP1C.jpg,chawanmushi,all,finetuned_model,HIGH
../foodsg-233\chawanmushi\HU7BSWWEM5W4FETBAFO7I6PX.jpg,chawanmushi,all,finetuned_model,HIGH
../foodsg-233\chawanmushi\HVBE48QJKUXFEFEAAAE9WBSE.jpg,chawanmushi,all,finetuned_model,HIGH
../foodsg-233\chawanmushi\II88PPYTVKH9US1D3KPY7ATI.jpg,chawanmushi,all,finetuned_model,HIGH
../foodsg-233\chawanmushi\IOFPHAH0UH09PHVPNCUZM8JA.jpg,chawanmushi,all,finetuned_model,HIGH
../foodsg-233\chawanmushi\J5AZEWCJKS7PKFAAEH78P10W.jpg,chawanmushi,all,finetuned_model,HIGH
../foodsg-233\chawanmushi\K38DT2WE7AWEFPJ8NTBCHVAU.jpg,chawanmushi,all,finetuned_model,HIGH
../foodsg-233\chawanmushi\KW58QX1SE7ZCROT4KCSGP4YF.jpg,chawanmushi,all,finetuned_model,HIGH
../foodsg-233\chawanmushi\LVFJDX9A1WC5ND4ZCKMA0UWT.jpg,chawanmushi,all,finetuned_model,HIGH
../foodsg-233\chawanmushi\N6IH4QPN6KOD7Q74IN00G5TW.jpg,chawanmushi,all,finetuned_model,HIGH
../foodsg-233\chawanmushi\OJBJRAJHBFLIFZBPMEBF5MHR.jpg,chawanmushi,all,finetuned_model,HIGH
../foodsg-233\chawanmushi\P1IWO2XFTQNYM520TNPP3XX9.jpg,chawanmushi,all,finetuned_model,HIGH
../foodsg-233\chawanmushi\P2F0N2F5WLVU2J685QEBFQAM.jpg,chawanmushi,all,finetuned_model,HIGH
../foodsg-233\chawanmushi\PRHWW08FWFIC4FRF80KIC14K.jpg,chawanmushi,all,finetuned_model,HIGH
../foodsg-233\chawanmushi\PW5BVNS8HX75WSIMP0IAGVLP.jpg,chawanmushi,all,finetuned_model,HIGH
../foodsg-233\chawanmushi\RFFEMAJKK4POSKGTDGIG0YT5.jpg,chawanmushi,all,finetuned_model,HIGH
../foodsg-233\chawanmushi\S2U8R3CKFGMEX60G071EK1U7.jpg,chawanmushi,all,finetuned_model,HIGH
../foodsg-233\chawanmushi\SJCBKEIU3C028V1YVUNN55PF.jpg,chawanmushi,all,finetuned_model,HIGH
../foodsg-233\chawanmushi\SLQ6JG1R80VF7IVODISOID75.jpg,chawanmushi,all,finetuned_model,HIGH
../foodsg-233\chawanmushi\TQEVWOKEZFQA63WUBWQHIQZY.jpg,chawanmushi,all,finetuned_model,HIGH
../foodsg-233\chawanmushi\U6EB4OM13YTYE6LKHQZTISO1.jpg,chawanmushi,all,finetuned_model,HIGH
../foodsg-233\chawanmushi\W8FZBJZ4CHPDTB3XXMKL9PXR.jpg,chawanmushi,all,finetuned_model,HIGH
../foodsg-233\chawanmushi\WKC0T48284CD2KJNYNMU3GQS.jpg,chawanmushi,all,finetuned_model,HIGH
../foodsg-233\chawanmushi\XTUYLWRO8BC6GPCH69ELL8DS.jpg,chawanmushi,all,finetuned_model,HIGH
../foodsg-233\chawanmushi\YL1HOJQ3RD4EOH3QQAY7TFJC.jpg,chawanmushi,all,finetuned_model,HIGH
../foodsg-233\chawanmushi\Z2SMX70UVGA1OVQSML38UAJO.jpg,chawanmushi,all,finetuned_model,HIGH
../foodsg-233\chawanmushi\ZJ79JGDNME3NYTI00DQKQ781.jpg,chawanmushi,all,finetuned_model,HIGH
../foodsg-233\chawanmushi\ZO376U3SOA01EQRT2DJUSH2G.jpg,chawanmushi,all,finetuned_model,HIGH
../foodsg-233\cheese fries\03BPTXRXO4ISKBQ1ANG2TQB4.jpg,cheese fries,all,finetuned_model,HIGH
../foodsg-233\cheese fries\0EDKJVX41TY2BO6ZC2R37OYE.jpg,cheese fries,all,finetuned_model,HIGH
../foodsg-233\cheese fries\127K2FXSLIW29KEZULCGYMTI.jpg,cheese fries,all,finetuned_model,HIGH
../foodsg-233\cheese fries\1LN9C5ZKLX6FO22R9HYTMM5I.jpg,cheese fries,all,finetuned_model,HIGH
